Iteration,Interval,Density
181000,13;13.5,0.0480411
181000,13.5;14,0.0092589
181000,14;14.5,0.00470216
181000,14.5;15,0
181000,15;15.5,0
181000,15.5;16,0
182000,0;0.5,0
182000,0.5;1,6.82093
182000,1;1.5,196.213
182000,1.5;2,105.197
182000,2;2.5,119.507
182000,2.5;3,96.6473
182000,3;3.5,92.9816
182000,3.5;4,80.8921
182000,4;4.5,73.6396
182000,4.5;5,63.9274
182000,5;5.5,57.0073
182000,5.5;6,48.8048
182000,6;6.5,41.5812
182000,6.5;7,35.3097
182000,7;7.5,29.2623
182000,7.5;8,23.5011
182000,8;8.5,18.5726
182000,8.5;9,13.6579
182000,9;9.5,9.32614
182000,9.5;10,5.87185
182000,10;10.5,3.65766
182000,10.5;11,2.07372
182000,11;11.5,1.12655
182000,11.5;12,0.556706
182000,12;12.5,0.242842
182000,12.5;13,0.0949546
182000,13;13.5,0.0244738
182000,13.5;14,0.0117841
182000,14;14.5,0.00313477
182000,14.5;15,0
182000,15;15.5,0
182000,15.5;16,0
183000,0;0.5,0
183000,0.5;1,3.81972
183000,1;1.5,201.339
183000,1.5;2,106.229
183000,2;2.5,122.45
183000,2.5;3,97.5917
183000,3;3.5,93.0267
183000,3.5;4,81.1521
183000,4;4.5,72.1522
183000,4.5;5,64.3644
183000,5;5.5,56.413
183000,5.5;6,49.5746
183000,6;6.5,41.7156
183000,6.5;7,35.6274
183000,7;7.5,29.2835
183000,7.5;8,23.517
183000,8;8.5,18.437
183000,8.5;9,13.3877
183000,9;9.5,9.28523
183000,9.5;10,5.70949
183000,10;10.5,3.61222
183000,10.5;11,2.06408
183000,11;11.5,1.1429
183000,11.5;12,0.565927
183000,12;12.5,0.250265
183000,12.5;13,0.09006
183000,13;13.5,0.0371639
183000,13.5;14,0.0092589
183000,14;14.5,0.00156739
183000,14.5;15,0
183000,15;15.5,0
183000,15.5;16,0
184000,0;0.5,0
184000,0.5;1,3.54688
184000,1;1.5,203.35
184000,1.5;2,104.887
184000,2;2.5,122.826
184000,2.5;3,98.2843
184000,3;3.5,93.7034
184000,3.5;4,80.2932
184000,4;4.5,72.2138
184000,4.5;5,63.7231
184000,5;5.5,56.286
184000,5.5;6,49.132
184000,6;6.5,42.2368
184000,6.5;7,35.6204
184000,7;7.5,29.2926
184000,7.5;8,23.6362
184000,8;8.5,18.416
184000,8.5;9,13.1778
184000,9;9.5,9.24617
184000,9.5;10,5.74129
184000,10;10.5,3.57133
184000,10.5;11,2.1825
184000,11;11.5,1.13661
184000,11.5;12,0.608573
184000,12;12.5,0.255567
184000,12.5;13,0.111596
184000,13;13.5,0.0389767
184000,13.5;14,0.0143092
184000,14;14.5,0.00391846
184000,14.5;15,0
184000,15;15.5,0
184000,15.5;16,0
185000,0;0.5,0
185000,0.5;1,3.81972
185000,1;1.5,204.053
185000,1.5;2,106.229
185000,2;2.5,123.796
185000,2.5;3,97.2139
185000,3;3.5,92.365
185000,3.5;4,79.9994
185000,4;4.5,72.1434
185000,4.5;5,62.673
185000,5;5.5,56.263
185000,5.5;6,48.6701
185000,6;6.5,42.2979
185000,6.5;7,35.411
185000,7;7.5,29.4439
185000,7.5;8,23.6521
185000,8;8.5,18.5586
185000,8.5;9,13.369
185000,9;9.5,9.2127
185000,9.5;10,5.83001
185000,10;10.5,3.73339
185000,10.5;11,2.16322
185000,11;11.5,1.21205
185000,11.5;12,0.612031
185000,12;12.5,0.26193
185000,12.5;13,0.108659
185000,13;13.5,0.0398832
185000,13.5;14,0.0126258
185000,14;14.5,0.00470216
185000,14.5;15,0
185000,15;15.5,0
185000,15.5;16,0
186000,0;0.5,0
186000,0.5;1,5.1839
186000,1;1.5,210.688
186000,1.5;2,106.229
186000,2;2.5,125.894
186000,2.5;3,98.1794
186000,3;3.5,92.6507
186000,3.5;4,79.6716
186000,4;4.5,71.7825
186000,4.5;5,62.5461
186000,5;5.5,55.4205
186000,5.5;6,48.4633
186000,6;6.5,42.0983
186000,6.5;7,35.2783
186000,7;7.5,29.4591
186000,7.5;8,23.3289
186000,8;8.5,18.6474
186000,8.5;9,13.4999
186000,9;9.5,9.1253
186000,9.5;10,5.98233
186000,10;10.5,3.71067
186000,10.5;11,2.26787
186000,11;11.5,1.20828
186000,11.5;12,0.638541
186000,12;12.5,0.297985
186000,12.5;13,0.115512
186000,13;13.5,0.0480411
186000,13.5;14,0.0117841
186000,14;14.5,0.00626954
186000,14.5;15,0.000731467
186000,15;15.5,0
186000,15.5;16,0
187000,0;0.5,0
187000,0.5;1,6.27525
187000,1;1.5,220.84
187000,1.5;2,117.585
187000,2;2.5,126.145
187000,2.5;3,103.804
187000,3;3.5,92.6958
187000,3.5;4,82.576
187000,4;4.5,70.7176
187000,4.5;5,64.1811
187000,5;5.5,54.8839
187000,5.5;6,48.9347
187000,6;6.5,41.2513
187000,6.5;7,35.8963
187000,7;7.5,28.7962
187000,7.5;8,23.2521
187000,8;8.5,18.2524
187000,8.5;9,13.0801
187000,9;9.5,8.84077
187000,9.5;10,5.80825
187000,10;10.5,3.72733
187000,10.5;11,2.14532
187000,11;11.5,1.21708
187000,11.5;12,0.632778
187000,12;12.5,0.278897
187000,12.5;13,0.139985
187000,13;13.5,0.0435089
187000,13.5;14,0.0168344
187000,14;14.5,0.00470216
187000,14.5;15,0.000731467
187000,15;15.5,0
187000,15.5;16,0
188000,0;0.5,0
188000,0.5;1,3.81972
188000,1;1.5,224.861
188000,1.5;2,120.682
188000,2;2.5,128.242
188000,2.5;3,104.832
188000,3;3.5,95.5381
188000,3.5;4,81.9318
188000,4;4.5,72.9003
188000,4.5;5,63.2086
188000,5;5.5,55.8994
188000,5.5;6,48.343
188000,6;6.5,41.74
188000,6.5;7,35.3167
188000,7;7.5,28.8265
188000,7.5;8,23.268
188000,8;8.5,17.8643
188000,8.5;9,12.8869
188000,9;9.5,8.90772
188000,9.5;10,5.64756
188000,10;10.5,3.62283
188000,10.5;11,2.10952
188000,11;11.5,1.18313
188000,11.5;12,0.609726
188000,12;12.5,0.271474
188000,12.5;13,0.129217
188000,13;13.5,0.0525733
188000,13.5;14,0.0134675
188000,14;14.5,0.00548585
188000,14.5;15,0.000731467
188000,15;15.5,0
188000,15.5;16,0
189000,0;0.5,0
189000,0.5;1,5.1839
189000,1;1.5,231.395
189000,1.5;2,123.212
189000,2;2.5,130.591
189000,2.5;3,109.576
189000,3;3.5,93.7485
189000,3.5;4,84.9379
189000,4;4.5,71.4217
189000,4.5;5,64.5124
189000,5;5.5,55.1667
189000,5.5;6,47.6551
189000,6;6.5,41.4224
189000,6.5;7,34.5381
189000,7;7.5,29.0686
189000,7.5;8,22.7355
189000,8;8.5,17.9531
189000,8.5;9,12.9368
189000,9;9.5,8.90214
189000,9.5;10,5.68438
189000,10;10.5,3.56679
189000,10.5;11,2.12054
189000,11;11.5,1.2284
189000,11.5;12,0.607421
189000,12;12.5,0.290562
189000,12.5;13,0.136069
189000,13;13.5,0.0471346
189000,13.5;14,0.0143092
189000,14;14.5,0.00548585
189000,14.5;15,0.00146293
189000,15;15.5,0.000684292
189000,15.5;16,0
190000,0;0.5,0
190000,0.5;1,3.54688
190000,1;1.5,231.193
190000,1.5;2,121.353
190000,2;2.5,132.25
190000,2.5;3,103.573
190000,3;3.5,95.0268
190000,3.5;4,81.3894
190000,4;4.5,70.2159
190000,4.5;5,61.8132
190000,5;5.5,54.2088
190000,5.5;6,46.8613
190000,6;6.5,41.0029
190000,6.5;7,34.6812
190000,7;7.5,28.7901
190000,7.5;8,23.5276
190000,8;8.5,18.1355
190000,8.5;9,13.6246
190000,9;9.5,9.17551
190000,9.5;10,6.03924
190000,10;10.5,3.71976
190000,10.5;11,2.31469
190000,11;11.5,1.35538
190000,11.5;12,0.68695
190000,12;12.5,0.31071
190000,12.5;13,0.142921
190000,13;13.5,0.0507604
190000,13.5;14,0.0202012
190000,14;14.5,0.00391846
190000,14.5;15,0
190000,15;15.5,0
190000,15.5;16,0
191000,0;0.5,0
191000,0.5;1,4.91107
191000,1;1.5,236.219
191000,1.5;2,126.773
191000,2;2.5,132.125
191000,2.5;3,107.414
191000,3;3.5,93.6733
191000,3.5;4,82.2935
191000,4;4.5,70.7792
191000,4.5;5,62.0528
191000,5;5.5,53.6088
191000,5.5;6,46.8228
191000,6;6.5,40.1803
191000,6.5;7,35.0024
191000,7;7.5,28.5904
191000,7.5;8,23.419
191000,8;8.5,18.3202
191000,8.5;9,13.2838
191000,9;9.5,9.33358
191000,9.5;10,5.89529
191000,10;10.5,3.75762
191000,10.5;11,2.34085
191000,11;11.5,1.30258
191000,11.5;12,0.670814
191000,12;12.5,0.321314
191000,12.5;13,0.131174
191000,13;13.5,0.0534797
191000,13.5;14,0.0168344
191000,14;14.5,0.00548585
191000,14.5;15,0.000731467
191000,15;15.5,0
191000,15.5;16,0
192000,0;0.5,0
192000,0.5;1,4.63823
192000,1;1.5,236.219
192000,1.5;2,126.928
192000,2;2.5,132.626
192000,2.5;3,107.183
192000,3;3.5,93.5831
192000,3.5;4,83.853
192000,4;4.5,69.459
192000,4.5;5,62.6448
192000,5;5.5,52.8875
192000,5.5;6,46.7362
192000,6;6.5,40.1722
192000,6.5;7,34.0178
192000,7;7.5,28.7266
192000,7.5;8,22.9316
192000,8;8.5,18.5142
192000,8.5;9,13.3275
192000,9;9.5,9.43214
192000,9.5;10,6.00241
192000,10;10.5,3.89999
192000,10.5;11,2.36564
192000,11;11.5,1.41574
192000,11.5;12,0.68695
192000,12;12.5,0.35843
192000,12.5;13,0.1439
192000,13;13.5,0.0589183
192000,13.5;14,0.0202012
192000,14;14.5,0.00391846
192000,14.5;15,0.000731467
192000,15;15.5,0
192000,15.5;16,0
193000,0;0.5,0
193000,0.5;1,3.27404
193000,1;1.5,239.738
193000,1.5;2,131.367
193000,2;2.5,130.778
193000,2.5;3,110.268
193000,3;3.5,92.9966
193000,3.5;4,84.678
193000,4;4.5,69.107
193000,4.5;5,63.3284
193000,5;5.5,52.7202
193000,5.5;6,47.2365
193000,6;6.5,39.4229
193000,6.5;7,34.4263
193000,7;7.5,28.551
193000,7.5;8,23.0905
193000,8;8.5,18.2641
193000,8.5;9,13.5145
193000,9;9.5,9.30754
193000,9.5;10,6.00409
193000,10;10.5,3.8697
193000,10.5;11,2.27613
193000,11;11.5,1.3491
193000,11.5;12,0.656982
193000,12;12.5,0.33404
193000,12.5;13,0.120406
193000,13;13.5,0.0498539
193000,13.5;14,0.0159927
193000,14;14.5,0.00705324
193000,14.5;15,0.000731467
193000,15;15.5,0
193000,15.5;16,0
194000,0;0.5,0
194000,0.5;1,2.72837
194000,1;1.5,237.928
194000,1.5;2,134.619
194000,2;2.5,128.117
194000,2.5;3,114.529
194000,3;3.5,91.1619
194000,3.5;4,86.3392
194000,4;4.5,68.2621
194000,4.5;5,64.6322
194000,5;5.5,51.6181
194000,5.5;6,47.0104
194000,6;6.5,39.3455
194000,6.5;7,33.9131
194000,7;7.5,28.3967
194000,7.5;8,23.2494
194000,8;8.5,18.2477
194000,8.5;9,13.4418
194000,9;9.5,9.23874
194000,9.5;10,6.04091
194000,10;10.5,3.90302
194000,10.5;11,2.35187
194000,11;11.5,1.3931
194000,11.5;12,0.69156
194000,12;12.5,0.354188
194000,12.5;13,0.122364
194000,13;13.5,0.0607312
194000,13.5;14,0.0159927
194000,14;14.5,0.00862062
194000,14.5;15,0.000731467
194000,15;15.5,0
194000,15.5;16,0
195000,0;0.5,0
195000,0.5;1,2.1827
195000,1;1.5,242.854
195000,1.5;2,134.155
195000,2;2.5,129.714
195000,2.5;3,113.773
195000,3;3.5,91.3574
195000,3.5;4,85.1865
195000,4;4.5,68.5525
195000,4.5;5,63.0042
195000,5;5.5,52.3798
195000,5.5;6,46.4283
195000,6;6.5,39.6591
195000,6.5;7,33.9794
195000,7;7.5,28.206
195000,7.5;8,23.2627
195000,8;8.5,18.0724
195000,8.5;9,13.608
195000,9;9.5,9.44516
195000,9.5;10,6.13465
195000,10;10.5,3.89545
195000,10.5;11,2.41934
195000,11;11.5,1.34533
195000,11.5;12,0.706544
195000,12;12.5,0.348886
195000,12.5;13,0.122364
195000,13;13.5,0.0616376
195000,13.5;14,0.0151509
195000,14;14.5,0.00705324
195000,14.5;15,0.00146293
195000,15;15.5,0
195000,15.5;16,0
196000,0;0.5,0
196000,0.5;1,1.36419
196000,1;1.5,246.271
196000,1.5;2,138.491
196000,2;2.5,131.311
196000,2.5;3,114.424
196000,3;3.5,91.8387
196000,3.5;4,86.746
196000,4;4.5,68.6141
196000,4.5;5,62.8492
196000,5;5.5,52.2182
196000,5.5;6,46.7026
196000,6;6.5,39.3496
196000,6.5;7,34.36
196000,7;7.5,28.3664
196000,7.5;8,23.3024
196000,8;8.5,18.049
196000,8.5;9,13.5332
196000,9;9.5,9.09554
196000,9.5;10,5.97229
196000,10;10.5,3.83941
196000,10.5;11,2.29954
196000,11;11.5,1.2988
196000,11.5;12,0.726138
196000,12;12.5,0.327677
196000,12.5;13,0.139006
196000,13;13.5,0.0616376
196000,13.5;14,0.0151509
196000,14;14.5,0.00548585
196000,14.5;15,0
196000,15;15.5,0
196000,15.5;16,0
197000,0;0.5,0
197000,0.5;1,0.818511
197000,1;1.5,248.081
197000,1.5;2,141.897
197000,2;2.5,129.495
197000,2.5;3,118.831
197000,3;3.5,89.5077
197000,3.5;4,88.3056
197000,4;4.5,67.0211
197000,4.5;5,63.8499
197000,5;5.5,51.7335
197000,5.5;6,46.7074
197000,6;6.5,39.2356
197000,6.5;7,33.8468
197000,7;7.5,28.4633
197000,7.5;8,22.9316
197000,8;8.5,18.3295
197000,8.5;9,13.3046
197000,9;9.5,9.34474
197000,9.5;10,5.90533
197000,10;10.5,3.83184
197000,10.5;11,2.3739
197000,11;11.5,1.32772
197000,11.5;12,0.727291
197000,12;12.5,0.3351
197000,12.5;13,0.133132
197000,13;13.5,0.0716084
197000,13.5;14,0.0117841
197000,14;14.5,0.00783693
197000,14.5;15,0
197000,15;15.5,0
197000,15.5;16,0
198000,0;0.5,0
198000,0.5;1,0.545674
198000,1;1.5,247.578
198000,1.5;2,143.962
198000,2;2.5,128.9
198000,2.5;3,119.65
198000,3;3.5,89.9589
198000,3.5;4,87.6162
198000,4;4.5,67.646
198000,4.5;5,63.5257
198000,5;5.5,51.52
198000,5.5;6,46.1734
198000,6;6.5,39.1297
198000,6.5;7,33.5919
198000,7;7.5,28.1878
198000,7.5;8,22.9607
198000,8;8.5,18.4277
198000,8.5;9,13.4106
198000,9;9.5,9.42284
198000,9.5;10,6.00911
198000,10;10.5,3.85001
198000,10.5;11,2.38905
198000,11;11.5,1.37173
198000,11.5;12,0.745733
198000,12;12.5,0.327677
198000,12.5;13,0.147816
198000,13;13.5,0.0652633
198000,13.5;14,0.0168344
198000,14;14.5,0.00862062
198000,14.5;15,0
198000,15;15.5,0
198000,15.5;16,0
199000,0;0.5,0
199000,0.5;1,0
199000,1;1.5,247.075
199000,1.5;2,149.175
199000,2;2.5,127.334
199000,2.5;3,121.832
199000,3;3.5,90.2747
199000,3.5;4,88.5655
199000,4;4.5,68.1477
199000,4.5;5,63.7372
199000,5;5.5,51.5489
199000,5.5;6,46.7555
199000,6;6.5,39.0971
199000,6.5;7,33.728
199000,7;7.5,28.3815
199000,7.5;8,22.8309
199000,8;8.5,18.3809
199000,8.5;9,13.2422
199000,9;9.5,9.28709
199000,9.5;10,5.84005
199000,10;10.5,3.81063
199000,10.5;11,2.27889
199000,11;11.5,1.31892
199000,11.5;12,0.706544
199000,12;12.5,0.302226
199000,12.5;13,0.137048
199000,13;13.5,0.0471346
199000,13.5;14,0.0193595
199000,14;14.5,0.00626954
199000,14.5;15,0
199000,15;15.5,0
199000,15.5;16,0
200000,0;0.5,0
200000,0.5;1,0.272837
200000,1;1.5,247.377
200000,1.5;2,150.414
200000,2;2.5,127.554
200000,2.5;3,123.112
200000,3;3.5,89.3423
200000,3.5;4,89.5939
200000,4;4.5,67.4172
200000,4.5;5,64.0895
200000,5;5.5,51.5374
200000,5.5;6,46.6929
200000,6;6.5,39.2967
200000,6.5;7,33.6024
200000,7;7.5,28.3906
200000,7.5;8,22.6004
200000,8;8.5,18.3786
200000,8.5;9,13.0136
200000,9;9.5,9.28151
200000,9.5;10,5.89027
200000,10;10.5,3.83486
200000,10.5;11,2.29679
200000,11;11.5,1.32898
200000,11.5;12,0.736512
200000,12;12.5,0.307529
200000,12.5;13,0.1439
200000,13;13.5,0.0516668
200000,13.5;14,0.0193595
200000,14;14.5,0.00313477
200000,14.5;15,0.00146293
200000,15;15.5,0
200000,15.5;16,0
201000,0;0.5,0
201000,0.5;1,0
201000,1;1.5,249.387
201000,1.5;2,150.776
201000,2;2.5,127.115
201000,2.5;3,123.322
201000,3;3.5,88.4099
201000,3.5;4,89.2661
201000,4;4.5,67.2499
201000,4.5;5,63.5539
201000,5;5.5,51.5027
201000,5.5;6,46.005
201000,6;6.5,39.0116
201000,6.5;7,33.6268
201000,7;7.5,28.206
201000,7.5;8,22.8018
201000,8;8.5,18.2664
201000,8.5;9,13.3586
201000,9;9.5,9.3094
201000,9.5;10,5.98233
201000,10;10.5,3.89545
201000,10.5;11,2.36151
201000,11;11.5,1.40316
201000,11.5;12,0.722681
201000,12;12.5,0.337221
201000,12.5;13,0.148795
201000,13;13.5,0.0534797
201000,13.5;14,0.021043
201000,14;14.5,0.00470216
201000,14.5;15,0.00146293
201000,15;15.5,0
201000,15.5;16,0
202000,0;0.5,0
202000,0.5;1,0
202000,1;1.5,248.181
202000,1.5;2,154.079
202000,2;2.5,125.299
202000,2.5;3,124.812
202000,3;3.5,87.9889
202000,3.5;4,89.786
202000,4;4.5,66.5194
202000,4.5;5,63.6949
202000,5;5.5,51.3296
202000,5.5;6,46.2407
202000,6;6.5,39.0727
202000,6.5;7,33.4452
202000,7;7.5,28.4572
202000,7.5;8,22.6826
202000,8;8.5,18.5165
202000,8.5;9,13.1176
202000,9;9.5,9.36519
202000,9.5;10,5.92877
202000,10;10.5,3.89242
202000,10.5;11,2.35738
202000,11;11.5,1.37927
202000,11.5;12,0.727291
202000,12;12.5,0.33404
202000,12.5;13,0.141942
202000,13;13.5,0.0589183
202000,13.5;14,0.0176761
202000,14;14.5,0.00470216
202000,14.5;15,0.000731467
202000,15;15.5,0
202000,15.5;16,0
203000,0;0.5,0
203000,0.5;1,0
203000,1;1.5,247.779
203000,1.5;2,156.66
203000,2;2.5,124.61
203000,2.5;3,125.022
203000,3;3.5,88.8009
203000,3.5;4,90.0346
203000,4;4.5,67.5844
203000,4.5;5,64.2093
203000,5;5.5,51.5258
203000,5.5;6,46.4957
203000,6;6.5,39.1094
203000,6.5;7,33.3335
203000,7;7.5,28.3997
203000,7.5;8,22.3832
203000,8;8.5,18.395
203000,8.5;9,13.0968
203000,9;9.5,9.2313
203000,9.5;10,5.93546
203000,10;10.5,3.81366
203000,10.5;11,2.34361
203000,11;11.5,1.37927
203000,11.5;12,0.710002
203000,12;12.5,0.30965
203000,12.5;13,0.139985
203000,13;13.5,0.0525733
203000,13.5;14,0.021043
203000,14;14.5,0.00391846
203000,14.5;15,0.000731467
203000,15;15.5,0
203000,15.5;16,0
204000,0;0.5,0
204000,0.5;1,0
204000,1;1.5,248.784
204000,1.5;2,156.402
204000,2;2.5,125.049
204000,2.5;3,125.127
204000,3;3.5,88.034
204000,3.5;4,90.0346
204000,4;4.5,66.8099
204000,4.5;5,64.0825
204000,5;5.5,50.9488
204000,5.5;6,46.717
204000,6;6.5,39.0483
204000,6.5;7,33.5779
204000,7;7.5,28.5056
204000,7.5;8,22.6269
204000,8;8.5,18.2383
204000,8.5;9,13.4438
204000,9;9.5,9.13088
204000,9.5;10,5.92709
204000,10;10.5,3.79397
204000,10.5;11,2.33397
204000,11;11.5,1.35161
204000,11.5;12,0.693866
204000,12;12.5,0.329798
204000,12.5;13,0.139006
204000,13;13.5,0.0534797
204000,13.5;14,0.0185178
204000,14;14.5,0.00705324
204000,14.5;15,0.000731467
204000,15;15.5,0
204000,15.5;16,0
205000,0;0.5,0
205000,0.5;1,0
205000,1;1.5,250.996
205000,1.5;2,155.318
205000,2;2.5,123.859
205000,2.5;3,123.553
205000,3;3.5,87.5076
205000,3.5;4,89.334
205000,4;4.5,66.361
205000,4.5;5,63.4693
205000,5;5.5,51.3412
205000,5.5;6,46.082
205000,6;6.5,38.6696
205000,6.5;7,33.6966
205000,7;7.5,28.2211
205000,7.5;8,23.0375
205000,8;8.5,18.3739
205000,8.5;9,13.4272
205000,9;9.5,9.3187
205000,9.5;10,6.03422
205000,10;10.5,3.90756
205000,10.5;11,2.42485
205000,11;11.5,1.37802
205000,11.5;12,0.706544
205000,12;12.5,0.352067
205000,12.5;13,0.138027
205000,13;13.5,0.0580119
205000,13.5;14,0.0168344
205000,14;14.5,0.00626954
205000,14.5;15,0
205000,15;15.5,0
205000,15.5;16,0
206000,0;0.5,0
206000,0.5;1,0
206000,1;1.5,248.081
206000,1.5;2,158.931
206000,2;2.5,123.859
206000,2.5;3,125.022
206000,3;3.5,87.6731
206000,3.5;4,89.3679
206000,4;4.5,66.5546
206000,4.5;5,63.1874
206000,5;5.5,51.5431
206000,5.5;6,46.1445
206000,6;6.5,38.8691
206000,6.5;7,33.522
206000,7;7.5,28.2695
206000,7.5;8,23.0004
206000,8;8.5,18.2594
206000,8.5;9,13.4896
206000,9;9.5,9.22572
206000,9.5;10,6.00744
206000,10;10.5,3.85304
206000,10.5;11,2.41383
206000,11;11.5,1.36167
206000,11.5;12,0.688103
206000,12;12.5,0.345705
206000,12.5;13,0.138027
206000,13;13.5,0.062544
206000,13.5;14,0.0168344
206000,14;14.5,0.00862062
206000,14.5;15,0
206000,15;15.5,0
206000,15.5;16,0
207000,0;0.5,0
207000,0.5;1,0
207000,1;1.5,251.197
207000,1.5;2,155.266
207000,2;2.5,124.83
207000,2.5;3,123.679
207000,3;3.5,87.7934
207000,3.5;4,89.3227
207000,4;4.5,66.3874
207000,4.5;5,62.9619
207000,5;5.5,51.3123
207000,5.5;6,46.1205
207000,6;6.5,38.9098
207000,6.5;7,33.5954
207000,7;7.5,28.3059
207000,7.5;8,23.207
207000,8;8.5,18.2126
207000,8.5;9,13.5166
207000,9;9.5,9.2127
207000,9.5;10,6.0928
207000,10;10.5,3.85304
207000,10.5;11,2.42209
207000,11;11.5,1.36293
207000,11.5;12,0.699629
207000,12;12.5,0.340402
207000,12.5;13,0.140963
207000,13;13.5,0.0543861
207000,13.5;14,0.0185178
207000,14;14.5,0.00705324
207000,14.5;15,0.000731467
207000,15;15.5,0
207000,15.5;16,0
208000,0;0.5,0
208000,0.5;1,0
208000,1;1.5,249.488
208000,1.5;2,159.293
208000,2;2.5,121.73
208000,2.5;3,125.169
208000,3;3.5,87.0565
208000,3.5;4,89.2435
208000,4;4.5,66.493
208000,4.5;5,62.976
208000,5;5.5,51.1161
208000,5.5;6,46.207
208000,6;6.5,38.7469
208000,6.5;7,33.8049
208000,7;7.5,28.1001
208000,7.5;8,23.0931
208000,8;8.5,18.2524
208000,8.5;9,13.5664
208000,9;9.5,9.24803
208000,9.5;10,6.08778
208000,10;10.5,3.85304
208000,10.5;11,2.45101
208000,11;11.5,1.38556
208000,11.5;12,0.712307
208000,12;12.5,0.338282
208000,12.5;13,0.146837
208000,13;13.5,0.0634505
208000,13.5;14,0.0143092
208000,14;14.5,0.00705324
208000,14.5;15,0.000731467
208000,15;15.5,0
208000,15.5;16,0
209000,0;0.5,0
209000,0.5;1,0
209000,1;1.5,250.996
209000,1.5;2,158.776
209000,2;2.5,123.076
209000,2.5;3,126.764
209000,3;3.5,87.5828
209000,3.5;4,89.9442
209000,4;4.5,66.8451
209000,4.5;5,63.9627
209000,5;5.5,51.4162
209000,5.5;6,46.8517
209000,6;6.5,38.466
209000,6.5;7,33.8712
209000,7;7.5,28.0728
209000,7.5;8,22.9819
209000,8;8.5,18.0841
209000,8.5;9,13.3981
209000,9;9.5,9.11042
209000,9.5;10,5.94383
209000,10;10.5,3.76065
209000,10.5;11,2.40419
209000,11;11.5,1.32395
209000,11.5;12,0.704239
209000,12;12.5,0.324496
209000,12.5;13,0.137048
209000,13;13.5,0.0616376
209000,13.5;14,0.0151509
209000,14;14.5,0.00940431
209000,14.5;15,0
209000,15;15.5,0
209000,15.5;16,0
210000,0;0.5,0
210000,0.5;1,0
210000,1;1.5,248.483
210000,1.5;2,158.415
210000,2;2.5,123.953
210000,2.5;3,125.841
210000,3;3.5,86.8911
210000,3.5;4,90.0798
210000,4;4.5,66.6338
210000,4.5;5,63.1029
210000,5;5.5,51.4277
210000,5.5;6,46.2985
210000,6;6.5,38.7266
210000,6.5;7,33.8223
210000,7;7.5,28.212
210000,7.5;8,23.1064
210000,8;8.5,18.1285
210000,8.5;9,13.5935
210000,9;9.5,9.13831
210000,9.5;10,6.0225
210000,10;10.5,3.81972
210000,10.5;11,2.36839
210000,11;11.5,1.33904
210000,11.5;12,0.71346
210000,12;12.5,0.324496
210000,12.5;13,0.133132
210000,13;13.5,0.0543861
210000,13.5;14,0.0185178
210000,14;14.5,0.00705324
210000,14.5;15,0.000731467
210000,15;15.5,0
210000,15.5;16,0
211000,0;0.5,0
211000,0.5;1,0
211000,1;1.5,248.382
211000,1.5;2,159.86
211000,2;2.5,121.605
211000,2.5;3,126.282
211000,3;3.5,86.9512
211000,3.5;4,89.7521
211000,4;4.5,66.0706
211000,4.5;5,63.4623
211000,5;5.5,51.1104
211000,5.5;6,46.106
211000,6;6.5,38.8732
211000,6.5;7,33.728
211000,7;7.5,28.1424
211000,7.5;8,23.1037
211000,8;8.5,18.2851
211000,8.5;9,13.5207
211000,9;9.5,9.16993
211000,9.5;10,6.0928
211000,10;10.5,3.81517
211000,10.5;11,2.39042
211000,11;11.5,1.37676
211000,11.5;12,0.729596
211000,12;12.5,0.328738
211000,12.5;13,0.150753
211000,13;13.5,0.0589183
211000,13.5;14,0.0185178
211000,14;14.5,0.00783693
211000,14.5;15,0
211000,15;15.5,0
211000,15.5;16,0
212000,0;0.5,0
212000,0.5;1,0
212000,1;1.5,248.181
212000,1.5;2,160.377
212000,2;2.5,121.761
212000,2.5;3,126.932
212000,3;3.5,86.6354
212000,3.5;4,89.8764
212000,4;4.5,66.1586
212000,4.5;5,63.4693
212000,5;5.5,51.6412
212000,5.5;6,46.0194
212000,6;6.5,39.1745
212000,6.5;7,33.4732
212000,7;7.5,28.2393
212000,7.5;8,23.17
212000,8;8.5,18.2594
212000,8.5;9,13.5186
212000,9;9.5,9.07695
212000,9.5;10,6.08778
212000,10;10.5,3.80457
212000,10.5;11,2.37252
212000,11;11.5,1.33652
212000,11.5;12,0.695018
212000,12;12.5,0.325556
212000,12.5;13,0.133132
212000,13;13.5,0.0552926
212000,13.5;14,0.0143092
212000,14;14.5,0.00626954
212000,14.5;15,0.00146293
212000,15;15.5,0
212000,15.5;16,0
213000,0;0.5,0
213000,0.5;1,0
213000,1;1.5,248.784
213000,1.5;2,161.615
213000,2;2.5,121.699
213000,2.5;3,127.121
213000,3;3.5,86.7106
213000,3.5;4,90.1928
213000,4;4.5,66.449
213000,4.5;5,63.5328
213000,5;5.5,51.6758
213000,5.5;6,46.2985
213000,6;6.5,39.1053
213000,6.5;7,33.5639
213000,7;7.5,28.2635
213000,7.5;8,23.0402
213000,8;8.5,18.1986
213000,8.5;9,13.5311
213000,9;9.5,9.10298
213000,9.5;10,5.99405
213000,10;10.5,3.75611
213000,10.5;11,2.32433
213000,11;11.5,1.32395
213000,11.5;12,0.711155
213000,12;12.5,0.30965
213000,12.5;13,0.133132
213000,13;13.5,0.0489475
213000,13.5;14,0.0168344
213000,14;14.5,0.00705324
213000,14.5;15,0.000731467
213000,15;15.5,0
