Iteration,Interval,Density
181000,14.5;15,0
181000,15;15.5,0
181000,15.5;16,0
182000,0;0.5,0
182000,0.5;1,43.3811
182000,1;1.5,169.977
182000,1.5;2,112.372
182000,2;2.5,115.312
182000,2.5;3,98.6201
182000,3;3.5,91.2221
182000,3.5;4,80.7226
182000,4;4.5,72.6187
182000,4.5;5,63.4693
182000,5;5.5,56.263
182000,5.5;6,48.2901
182000,6;6.5,42.0495
182000,6.5;7,35.1456
182000,7;7.5,29.1291
182000,7.5;8,23.8878
182000,8;8.5,18.6124
182000,8.5;9,13.7098
182000,9;9.5,9.38937
182000,9.5;10,5.96726
182000,10;10.5,3.80306
182000,10.5;11,2.11778
182000,11;11.5,1.21205
182000,11.5;12,0.595895
182000,12;12.5,0.250265
182000,12.5;13,0.112575
182000,13;13.5,0.0389767
182000,13.5;14,0.0126258
182000,14;14.5,0.00391846
182000,14.5;15,0.000731467
182000,15;15.5,0
182000,15.5;16,0
183000,0;0.5,0
183000,0.5;1,42.8354
183000,1;1.5,172.691
183000,1.5;2,114.179
183000,2;2.5,118.223
183000,2.5;3,101.411
183000,3;3.5,93.4778
183000,3.5;4,82.576
183000,4;4.5,75.171
183000,4.5;5,65.3863
183000,5;5.5,57.3535
183000,5.5;6,49.2282
183000,6;6.5,42.0291
183000,6.5;7,35.3725
183000,7;7.5,28.996
183000,7.5;8,23.2282
183000,8;8.5,18.2547
183000,8.5;9,13.2485
183000,9;9.5,9.02116
183000,9.5;10,5.60739
183000,10;10.5,3.48197
183000,10.5;11,1.98835
183000,11;11.5,1.08883
183000,11.5;12,0.503686
183000,12;12.5,0.23966
183000,12.5;13,0.0890811
183000,13;13.5,0.0389767
183000,13.5;14,0.00757547
183000,14;14.5,0.00313477
183000,14.5;15,0.000731467
183000,15;15.5,0
183000,15.5;16,0
184000,0;0.5,0
184000,0.5;1,41.7441
184000,1;1.5,168.269
184000,1.5;2,115.521
184000,2;2.5,114.873
184000,2.5;3,98.4102
184000,3;3.5,90.9664
184000,3.5;4,81.5363
184000,4;4.5,71.8618
184000,4.5;5,64.2093
184000,5;5.5,56.3784
184000,5.5;6,48.9155
184000,6;6.5,42.1309
184000,6.5;7,34.9675
184000,7;7.5,29.6921
184000,7.5;8,23.5938
184000,8;8.5,18.9022
184000,8.5;9,13.8574
184000,9;9.5,9.17737
184000,9.5;10,5.94383
184000,10;10.5,3.60768
184000,10.5;11,2.03929
184000,11;11.5,1.14793
184000,11.5;12,0.51406
184000,12;12.5,0.2386
184000,12.5;13,0.0929967
184000,13;13.5,0.0280995
184000,13.5;14,0.0168344
184000,14;14.5,0.000783693
184000,14.5;15,0.00146293
184000,15;15.5,0
184000,15.5;16,0
185000,0;0.5,0
185000,0.5;1,42.5626
185000,1;1.5,173.496
185000,1.5;2,115.263
185000,2;2.5,116.407
185000,2.5;3,102.377
185000,3;3.5,93.0718
185000,3.5;4,82.3952
185000,4;4.5,74.8806
185000,4.5;5,64.611
185000,5;5.5,57.9536
185000,5.5;6,48.6605
185000,6;6.5,42.5422
185000,6.5;7,35.4005
185000,7;7.5,29.4106
185000,7.5;8,23.411
185000,8;8.5,18.2851
185000,8.5;9,13.1404
185000,9;9.5,9.11972
185000,9.5;10,5.59902
185000,10;10.5,3.43805
185000,10.5;11,1.90848
185000,11;11.5,1.04608
185000,11.5;12,0.489855
185000,12;12.5,0.227995
185000,12.5;13,0.0881022
185000,13;13.5,0.0235673
185000,13.5;14,0.00841719
185000,14;14.5,0.000783693
185000,14.5;15,0
185000,15;15.5,0
185000,15.5;16,0
186000,0;0.5,0
186000,0.5;1,41.7441
186000,1;1.5,172.993
186000,1.5;2,113.198
186000,2;2.5,116.376
186000,2.5;3,97.8855
186000,3;3.5,91.6883
186000,3.5;4,80.7791
186000,4;4.5,72.293
186000,4.5;5,63.8992
186000,5;5.5,55.709
186000,5.5;6,48.8048
186000,6;6.5,41.6748
186000,6.5;7,35.61
186000,7;7.5,29.6649
186000,7.5;8,23.7024
186000,8;8.5,18.8228
186000,8.5;9,13.5311
186000,9;9.5,9.36705
186000,9.5;10,5.82666
186000,10;10.5,3.70764
186000,10.5;11,2.05995
186000,11;11.5,1.1781
186000,11.5;12,0.56708
186000,12;12.5,0.265111
186000,12.5;13,0.102786
186000,13;13.5,0.0308188
186000,13.5;14,0.0134675
186000,14;14.5,0.000783693
186000,14.5;15,0
186000,15;15.5,0
186000,15.5;16,0
187000,0;0.5,0
187000,0.5;1,42.8354
187000,1;1.5,171.787
187000,1.5;2,117.947
187000,2;2.5,117.378
187000,2.5;3,101.873
187000,3;3.5,94.2899
187000,3.5;4,82.0448
187000,4;4.5,74.1501
187000,4.5;5,64.6251
187000,5;5.5,57.3015
187000,5.5;6,49.0358
187000,6;6.5,42.7662
187000,6.5;7,35.3376
187000,7;7.5,29.565
187000,7.5;8,23.0852
187000,8;8.5,18.3389
187000,8.5;9,13.0968
187000,9;9.5,9.02302
187000,9.5;10,5.60571
187000,10;10.5,3.45925
187000,10.5;11,1.99661
187000,11;11.5,1.0662
187000,11.5;12,0.488703
187000,12;12.5,0.237539
187000,12.5;13,0.0841865
187000,13;13.5,0.0290059
187000,13.5;14,0.00589203
187000,14;14.5,0.00235108
187000,14.5;15,0.000731467
187000,15;15.5,0
187000,15.5;16,0
188000,0;0.5,0
188000,0.5;1,40.107
188000,1;1.5,176.109
188000,1.5;2,111.443
188000,2;2.5,120.415
188000,2.5;3,100.299
188000,3;3.5,93.538
188000,3.5;4,82.1353
188000,4;4.5,73.358
188000,4.5;5,65.3792
188000,5;5.5,57.0246
188000,5.5;6,49.2041
188000,6;6.5,41.7522
188000,6.5;7,35.8195
188000,7;7.5,29.0716
188000,7.5;8,23.4878
188000,8;8.5,18.4394
188000,8.5;9,13.3919
188000,9;9.5,8.81845
188000,9.5;10,5.75971
188000,10;10.5,3.47743
188000,10.5;11,2.03379
188000,11;11.5,1.02848
188000,11.5;12,0.54057
188000,12;12.5,0.225875
188000,12.5;13,0.0959335
188000,13;13.5,0.0317252
188000,13.5;14,0.0109423
188000,14;14.5,0.00235108
188000,14.5;15,0.000731467
188000,15;15.5,0
188000,15.5;16,0
189000,0;0.5,0
189000,0.5;1,39.0157
189000,1;1.5,171.586
189000,1.5;2,111.753
189000,2;2.5,115.406
189000,2.5;3,100.824
189000,3;3.5,91.9439
189000,3.5;4,81.5815
189000,4;4.5,72.7947
189000,4.5;5,64.4983
189000,5;5.5,56.5688
189000,5.5;6,49.2571
189000,6;6.5,41.5975
189000,6.5;7,35.1805
189000,7;7.5,29.2472
189000,7.5;8,23.5064
189000,8;8.5,18.3038
189000,8.5;9,13.6724
189000,9;9.5,9.27407
189000,9.5;10,5.90366
189000,10;10.5,3.63797
189000,10.5;11,2.15634
189000,11;11.5,1.1341
189000,11.5;12,0.534807
189000,12;12.5,0.274655
189000,12.5;13,0.105723
189000,13;13.5,0.0371639
189000,13.5;14,0.0101006
189000,14;14.5,0.00391846
189000,14.5;15,0.00146293
189000,15;15.5,0
189000,15.5;16,0
190000,0;0.5,0
190000,0.5;1,38.7429
190000,1;1.5,173.998
190000,1.5;2,112.166
190000,2;2.5,117.66
190000,2.5;3,99.4596
190000,3;3.5,91.2672
190000,3.5;4,82.1805
190000,4;4.5,71.9498
190000,4.5;5,64.5406
190000,5;5.5,56.4418
190000,5.5;6,48.5258
190000,6;6.5,42.3386
190000,6.5;7,35.5332
190000,7;7.5,29.5892
190000,7.5;8,23.6891
190000,8;8.5,18.5002
190000,8.5;9,13.5768
190000,9;9.5,9.29638
190000,9.5;10,5.82331
190000,10;10.5,3.54861
190000,10.5;11,2.00487
190000,11;11.5,1.09386
190000,11.5;12,0.538265
190000,12;12.5,0.236479
190000,12.5;13,0.0978913
190000,13;13.5,0.0299124
190000,13.5;14,0.0126258
190000,14;14.5,0.00313477
190000,14.5;15,0.000731467
190000,15;15.5,0
190000,15.5;16,0
191000,0;0.5,0
191000,0.5;1,42.0169
191000,1;1.5,170.882
191000,1.5;2,113.766
191000,2;2.5,115.687
191000,2.5;3,98.5991
191000,3;3.5,92.2898
191000,3.5;4,81.2086
191000,4;4.5,74.1149
191000,4.5;5,64.604
191000,5;5.5,56.3841
191000,5.5;6,49.0454
191000,6;6.5,41.8907
191000,6.5;7,35.4284
191000,7;7.5,29.1806
191000,7.5;8,23.7315
191000,8;8.5,18.5025
191000,8.5;9,13.6662
191000,9;9.5,9.21828
191000,9.5;10,5.89027
191000,10;10.5,3.53953
191000,10.5;11,2.02966
191000,11;11.5,1.11649
191000,11.5;12,0.516365
191000,12;12.5,0.213149
191000,12.5;13,0.0949546
191000,13;13.5,0.0244738
191000,13.5;14,0.0092589
191000,14;14.5,0.00235108
191000,14.5;15,0
191000,15;15.5,0
191000,15.5;16,0
192000,0;0.5,0
192000,0.5;1,45.8366
192000,1;1.5,167.867
192000,1.5;2,116.863
192000,2;2.5,114.999
192000,2.5;3,102.629
192000,3;3.5,91.6883
192000,3.5;4,82.2031
192000,4;4.5,73.666
192000,4.5;5,63.9768
192000,5;5.5,57.5554
192000,5.5;6,48.1602
192000,6;6.5,42.7947
192000,6.5;7,35.4424
192000,7;7.5,29.1988
192000,7.5;8,23.6388
192000,8;8.5,18.3692
192000,8.5;9,13.4688
192000,9;9.5,9.14761
192000,9.5;10,5.76138
192000,10;10.5,3.45925
192000,10.5;11,1.97458
192000,11;11.5,1.12404
192000,11.5;12,0.493313
192000,12;12.5,0.243902
192000,12.5;13,0.09006
192000,13;13.5,0.0326317
192000,13.5;14,0.0117841
192000,14;14.5,0.00156739
192000,14.5;15,0.000731467
192000,15;15.5,0
192000,15.5;16,0
193000,0;0.5,0
193000,0.5;1,42.8354
193000,1;1.5,168.47
193000,1.5;2,111.856
193000,2;2.5,116.251
193000,2.5;3,97.151
193000,3;3.5,92.2146
193000,3.5;4,80.2932
193000,4;4.5,72.7419
193000,4.5;5,63.6737
193000,5;5.5,56.2341
193000,5.5;6,48.8626
193000,6;6.5,41.4387
193000,6.5;7,35.0967
193000,7;7.5,29.3561
193000,7.5;8,23.4084
193000,8;8.5,18.776
193000,8.5;9,13.6849
193000,9;9.5,9.5214
193000,9.5;10,6.0292
193000,10;10.5,3.6925
193000,10.5;11,2.22381
193000,11;11.5,1.17685
193000,11.5;12,0.613184
193000,12;12.5,0.257688
193000,12.5;13,0.103765
193000,13;13.5,0.0389767
193000,13.5;14,0.0109423
193000,14;14.5,0.00235108
193000,14.5;15,0.00146293
193000,15;15.5,0
193000,15.5;16,0
194000,0;0.5,0
194000,0.5;1,41.7441
194000,1;1.5,174.501
194000,1.5;2,111.03
194000,2;2.5,117.942
194000,2.5;3,99.7954
194000,3;3.5,94.5907
194000,3.5;4,81.8075
194000,4;4.5,75.215
194000,4.5;5,64.9634
194000,5;5.5,57.065
194000,5.5;6,49.0406
194000,6;6.5,41.9273
194000,6.5;7,35.1875
194000,7;7.5,28.9354
194000,7.5;8,23.3845
194000,8;8.5,18.3015
194000,8.5;9,13.4147
194000,9;9.5,9.01744
194000,9.5;10,5.75803
194000,10;10.5,3.52589
194000,10.5;11,2.06546
194000,11;11.5,1.08255
194000,11.5;12,0.54057
194000,12;12.5,0.253446
194000,12.5;13,0.0861443
194000,13;13.5,0.0380703
194000,13.5;14,0.0092589
194000,14;14.5,0.00156739
194000,14.5;15,0.00146293
194000,15;15.5,0
194000,15.5;16,0
195000,0;0.5,0
195000,0.5;1,42.0169
195000,1;1.5,173.998
195000,1.5;2,114.798
195000,2;2.5,118.537
195000,2.5;3,100.089
195000,3;3.5,94.8764
195000,3.5;4,81.5815
195000,4;4.5,74.7397
195000,4.5;5,64.759
195000,5;5.5,57.4227
195000,5.5;6,49.2811
195000,6;6.5,42.6847
195000,6.5;7,35.3551
195000,7;7.5,29.2563
195000,7.5;8,23.5223
195000,8;8.5,18.3342
195000,8.5;9,13.448
195000,9;9.5,8.82031
195000,9.5;10,5.74966
195000,10;10.5,3.35475
195000,10.5;11,1.92914
195000,11;11.5,0.986991
195000,11.5;12,0.462193
195000,12;12.5,0.198303
195000,12.5;13,0.0714607
195000,13;13.5,0.0271931
195000,13.5;14,0.00673375
195000,14;14.5,0.000783693
195000,14.5;15,0
195000,15;15.5,0
195000,15.5;16,0
196000,0;0.5,0
196000,0.5;1,37.1058
196000,1;1.5,174.802
196000,1.5;2,114.024
196000,2;2.5,114.091
196000,2.5;3,98.0534
196000,3;3.5,91.8537
196000,3.5;4,81.2425
196000,4;4.5,72.5835
196000,4.5;5,63.9697
196000,5;5.5,56.2168
196000,5.5;6,48.5739
196000,6;6.5,42.0169
196000,6.5;7,35.4948
196000,7;7.5,29.5135
196000,7.5;8,23.3395
196000,8;8.5,18.9981
196000,8.5;9,13.5103
196000,9;9.5,9.46003
196000,9.5;10,5.96392
196000,10;10.5,3.59556
196000,10.5;11,2.09575
196000,11;11.5,1.10266
196000,11.5;12,0.56708
196000,12;12.5,0.248144
196000,12.5;13,0.0890811
196000,13;13.5,0.0244738
196000,13.5;14,0.0092589
196000,14;14.5,0.00235108
196000,14.5;15,0
196000,15;15.5,0
196000,15.5;16,0
197000,0;0.5,0
197000,0.5;1,37.3787
197000,1;1.5,176.913
197000,1.5;2,114.54
197000,2;2.5,117.034
197000,2.5;3,101.663
197000,3;3.5,92.0041
197000,3.5;4,82.6777
197000,4;4.5,72.8035
197000,4.5;5,64.456
197000,5;5.5,56.8573
197000,5.5;6,49.3003
197000,6;6.5,41.9355
197000,6.5;7,35.4284
197000,7;7.5,29.2199
197000,7.5;8,23.7103
197000,8;8.5,18.1916
197000,8.5;9,13.3836
197000,9;9.5,9.06951
197000,9.5;10,5.83001
197000,10;10.5,3.53044
197000,10.5;11,2.05169
197000,11;11.5,1.15044
197000,11.5;12,0.504839
197000,12;12.5,0.240721
197000,12.5;13,0.0861443
197000,13;13.5,0.0326317
197000,13.5;14,0.00420859
197000,14;14.5,0.00156739
197000,14.5;15,0
197000,15;15.5,0
197000,15.5;16,0
198000,0;0.5,0
198000,0.5;1,37.3787
198000,1;1.5,174.099
198000,1.5;2,112.011
198000,2;2.5,115.468
198000,2.5;3,99.9423
198000,3;3.5,92.8011
198000,3.5;4,81.8414
198000,4;4.5,74.0621
198000,4.5;5,64.0331
198000,5;5.5,57.1054
198000,5.5;6,48.8145
198000,6;6.5,41.9151
198000,6.5;7,35.3202
198000,7;7.5,29.1019
198000,7.5;8,23.6627
198000,8;8.5,18.2009
198000,8.5;9,13.7057
198000,9;9.5,9.20712
198000,9.5;10,5.89864
198000,10;10.5,3.57133
198000,10.5;11,2.08887
198000,11;11.5,1.09763
198000,11.5;12,0.539417
198000,12;12.5,0.233298
198000,12.5;13,0.0743974
198000,13;13.5,0.0299124
198000,13.5;14,0.00841719
198000,14;14.5,0.000783693
198000,14.5;15,0
198000,15;15.5,0
198000,15.5;16,0
199000,0;0.5,0
199000,0.5;1,42.0169
199000,1;1.5,174.199
199000,1.5;2,114.282
199000,2;2.5,116.251
199000,2.5;3,101.894
199000,3;3.5,92.9966
199000,3.5;4,83.0732
199000,4;4.5,73.6484
199000,4.5;5,64.4278
199000,5;5.5,56.9842
199000,5.5;6,49.7333
199000,6;6.5,42.2449
199000,6.5;7,35.5436
199000,7;7.5,29.2532
199000,7.5;8,23.3527
199000,8;8.5,18.243
199000,8.5;9,13.4418
199000,9;9.5,9.08996
199000,9.5;10,5.66932
199000,10;10.5,3.50318
199000,10.5;11,1.8837
199000,11;11.5,1.08632
199000,11.5;12,0.480634
199000,12;12.5,0.222693
199000,12.5;13,0.0890811
199000,13;13.5,0.0235673
199000,13.5;14,0.0092589
199000,14;14.5,0.00235108
199000,14.5;15,0.0021944
199000,15;15.5,0
199000,15.5;16,0
200000,0;0.5,0
200000,0.5;1,35.196
200000,1;1.5,176.913
200000,1.5;2,111.804
200000,2;2.5,118.004
200000,2.5;3,99.7324
200000,3;3.5,91.8387
200000,3.5;4,83.1071
200000,4;4.5,72.6539
200000,4.5;5,64.5194
200000,5;5.5,56.5918
200000,5.5;6,48.42
200000,6;6.5,42.7377
200000,6.5;7,34.9955
200000,7;7.5,29.9252
200000,7.5;8,23.5593
200000,8;8.5,18.3856
200000,8.5;9,13.5124
200000,9;9.5,9.17737
200000,9.5;10,5.70614
200000,10;10.5,3.51984
200000,10.5;11,1.99523
200000,11;11.5,1.13787
200000,11.5;12,0.508297
200000,12;12.5,0.233298
200000,12.5;13,0.0881022
200000,13;13.5,0.035351
200000,13.5;14,0.0117841
200000,14;14.5,0.00156739
200000,14.5;15,0.00146293
200000,15;15.5,0
200000,15.5;16,0
201000,0;0.5,0
201000,0.5;1,38.47
201000,1;1.5,173.194
201000,1.5;2,109.636
201000,2;2.5,116.752
201000,2.5;3,98.1584
201000,3;3.5,91.2071
201000,3.5;4,80.2254
201000,4;4.5,71.8354
201000,4.5;5,63.6455
201000,5;5.5,55.8648
201000,5.5;6,48.3141
201000,6;6.5,41.9599
201000,6.5;7,35.1805
201000,7;7.5,29.3985
201000,7.5;8,23.8322
201000,8;8.5,18.6241
201000,8.5;9,13.8137
201000,9;9.5,9.4433
201000,9.5;10,6.04594
201000,10;10.5,3.74248
201000,10.5;11,2.1646
201000,11;11.5,1.18942
201000,11.5;12,0.588979
201000,12;12.5,0.281018
201000,12.5;13,0.110617
201000,13;13.5,0.0398832
201000,13.5;14,0.0151509
201000,14;14.5,0.00313477
201000,14.5;15,0.00146293
201000,15;15.5,0
201000,15.5;16,0
202000,0;0.5,0
202000,0.5;1,38.1972
202000,1;1.5,174.802
202000,1.5;2,114.127
202000,2;2.5,118.098
202000,2.5;3,101.411
202000,3;3.5,94.2147
202000,3.5;4,83.7174
202000,4;4.5,73.9212
202000,4.5;5,65.2171
202000,5;5.5,57.1054
202000,5.5;6,49.4495
202000,6;6.5,42.302
202000,6.5;7,35.3097
202000,7;7.5,29.1019
202000,7.5;8,23.3925
202000,8;8.5,18.2664
202000,8.5;9,13.3898
202000,9;9.5,8.85565
202000,9.5;10,5.67434
202000,10;10.5,3.3805
202000,10.5;11,1.90848
202000,11;11.5,1.06243
202000,11.5;12,0.512907
202000,12;12.5,0.206787
202000,12.5;13,0.100828
202000,13;13.5,0.0344445
202000,13.5;14,0.0134675
202000,14;14.5,0.00235108
202000,14.5;15,0.000731467
202000,15;15.5,0
202000,15.5;16,0
203000,0;0.5,0
203000,0.5;1,36.5602
203000,1;1.5,171.284
203000,1.5;2,112.32
203000,2;2.5,114.779
203000,2.5;3,98.725
203000,3;3.5,90.8762
203000,3.5;4,81.3329
203000,4;4.5,72.2314
203000,4.5;5,63.7231
203000,5;5.5,56.0033
203000,5.5;6,48.8097
203000,6;6.5,41.569
203000,6.5;7,35.1735
203000,7;7.5,29.1927
203000,7.5;8,23.6494
203000,8;8.5,18.7386
203000,8.5;9,13.5748
203000,9;9.5,9.38751
203000,9.5;10,6.01078
203000,10;10.5,3.77731
203000,10.5;11,2.17561
203000,11;11.5,1.24223
203000,11.5;12,0.623557
203000,12;12.5,0.285259
203000,12.5;13,0.112575
203000,13;13.5,0.041696
203000,13.5;14,0.0101006
203000,14;14.5,0.00313477
203000,14.5;15,0
203000,15;15.5,0
203000,15.5;16,0
204000,0;0.5,0
204000,0.5;1,39.0157
204000,1;1.5,174.099
204000,1.5;2,116.037
204000,2;2.5,117.535
204000,2.5;3,102.671
204000,3;3.5,94.4553
204000,3.5;4,83.4801
204000,4;4.5,75.2942
204000,4.5;5,64.7872
204000,5;5.5,58.0574
204000,5.5;6,49.156
204000,6;6.5,42.1187
204000,6.5;7,35.5576
204000,7;7.5,29.1382
204000,7.5;8,23.2441
204000,8;8.5,18.1518
204000,8.5;9,13.0448
204000,9;9.5,8.91516
204000,9.5;10,5.51533
204000,10;10.5,3.39564
204000,10.5;11,1.90297
204000,11;11.5,1.07752
204000,11.5;12,0.500229
204000,12;12.5,0.236479
204000,12.5;13,0.0929967
204000,13;13.5,0.035351
204000,13.5;14,0.0126258
204000,14;14.5,0.00235108
204000,14.5;15,0.000731467
204000,15;15.5,0
204000,15.5;16,0
205000,0;0.5,0
205000,0.5;1,38.7429
205000,1;1.5,173.496
205000,1.5;2,114.385
205000,2;2.5,117.347
205000,2.5;3,100.593
205000,3;3.5,92.5304
205000,3.5;4,81.4572
205000,4;4.5,72.9179
205000,4.5;5,64.7167
205000,5;5.5,57.065
205000,5.5;6,48.9347
205000,6;6.5,41.9029
205000,6.5;7,35.7811
205000,7;7.5,29.1564
205000,7.5;8,24.0044
205000,8;8.5,18.2243
205000,8.5;9,13.4625
205000,9;9.5,9.06393
205000,9.5;10,5.82331
205000,10;10.5,3.46683
205000,10.5;11,2.04756
205000,11;11.5,1.04483
205000,11.5;12,0.560164
205000,12;12.5,0.219512
205000,12.5;13,0.0861443
205000,13;13.5,0.0308188
205000,13.5;14,0.0134675
205000,14;14.5,0
205000,14.5;15,0.00146293
205000,15;15.5,0
205000,15.5;16,0
206000,0;0.5,0
206000,0.5;1,34.6503
206000,1;1.5,172.39
206000,1.5;2,112.011
206000,2;2.5,115.124
206000,2.5;3,99.8164
206000,3;3.5,91.8236
206000,3.5;4,80.7113
206000,4;4.5,73.0411
206000,4.5;5,63.8076
206000,5;5.5,56.2976
206000,5.5;6,48.5643
206000,6;6.5,42.6033
206000,6.5;7,35.2748
206000,7;7.5,29.3864
206000,7.5;8,23.5276
206000,8;8.5,18.5025
206000,8.5;9,13.7992
206000,9;9.5,9.22758
206000,9.5;10,5.95889
206000,10;10.5,3.58799
206000,10.5;11,2.1109
206000,11;11.5,1.1429
206000,11.5;12,0.557859
206000,12;12.5,0.249204
206000,12.5;13,0.103765
206000,13;13.5,0.0290059
206000,13.5;14,0.0109423
206000,14;14.5,0.00235108
206000,14.5;15,0.000731467
206000,15;15.5,0
206000,15.5;16,0
207000,0;0.5,0
207000,0.5;1,38.1972
207000,1;1.5,173.797
207000,1.5;2,114.282
207000,2;2.5,117.128
207000,2.5;3,101.621
207000,3;3.5,93.5079
207000,3.5;4,82.6438
207000,4;4.5,74.6429
207000,4.5;5,64.8577
207000,5;5.5,57.1285
207000,5.5;6,49.5986
207000,6;6.5,41.9965
207000,6.5;7,35.7811
207000,7;7.5,29.0868
207000,7.5;8,23.7713
207000,8;8.5,17.9087
207000,8.5;9,13.4584
207000,9;9.5,8.89098
207000,9.5;10,5.73627
207000,10;10.5,3.43956
207000,10.5;11,1.91812
207000,11;11.5,1.03477
207000,11.5;12,0.491008
207000,12;12.5,0.216331
207000,12.5;13,0.079292
207000,13;13.5,0.0217544
207000,13.5;14,0.00757547
207000,14;14.5,0.00235108
207000,14.5;15,0
207000,15;15.5,0
207000,15.5;16,0
208000,0;0.5,0
208000,0.5;1,37.9243
208000,1;1.5,174.501
208000,1.5;2,113.353
208000,2;2.5,116.251
208000,2.5;3,99.9843
208000,3;3.5,91.6281
208000,3.5;4,82.8246
208000,4;4.5,72.8475
208000,4.5;5,64.5617
208000,5;5.5,56.263
208000,5.5;6,48.8048
208000,6;6.5,41.9273
208000,6.5;7,35.205
208000,7;7.5,29.3743
208000,7.5;8,23.5858
208000,8;8.5,18.2921
208000,8.5;9,13.6891
208000,9;9.5,9.04347
208000,9.5;10,5.99237
208000,10;10.5,3.58345
208000,10.5;11,2.09988
208000,11;11.5,1.13787
208000,11.5;12,0.539417
208000,12;12.5,0.259809
208000,12.5;13,0.0998491
208000,13;13.5,0.035351
208000,13.5;14,0.0126258
208000,14;14.5,0.00235108
208000,14.5;15,0.000731467
208000,15;15.5,0
208000,15.5;16,0
209000,0;0.5,0
209000,0.5;1,35.7417
209000,1;1.5,177.516
209000,1.5;2,112.578
209000,2;2.5,116
209000,2.5;3,101.495
209000,3;3.5,91.8086
209000,3.5;4,81.4346
209000,4;4.5,74.2997
209000,4.5;5,63.8992
209000,5;5.5,56.9554
209000,5.5;6,48.8048
209000,6;6.5,42.6481
209000,6.5;7,34.7441
209000,7;7.5,29.5408
209000,7.5;8,23.456
209000,8;8.5,18.3038
209000,8.5;9,13.5914
209000,9;9.5,9.20154
209000,9.5;10,5.82499
209000,10;10.5,3.54104
209000,10.5;11,2.00487
209000,11;11.5,1.15044
209000,11.5;12,0.524433
209000,12;12.5,0.233298
209000,12.5;13,0.0910389
209000,13;13.5,0.0299124
209000,13.5;14,0.0092589
209000,14;14.5,0.00235108
209000,14.5;15,0
209000,15;15.5,0
209000,15.5;16,0
210000,0;0.5,0
210000,0.5;1,40.107
210000,1;1.5,175.506
210000,1.5;2,112.991
210000,2;2.5,115.844
210000,2.5;3,98.5991
210000,3;3.5,91.7033
210000,3.5;4,80.7904
210000,4;4.5,73.0147
210000,4.5;5,63.716
210000,5;5.5,56.7015
210000,5.5;6,48.3719
210000,6;6.5,41.9762
210000,6.5;7,35.0548
210000,7;7.5,29.6316
210000,7.5;8,23.7395
210000,8;8.5,18.4768
210000,8.5;9,13.7119
210000,9;9.5,9.22572
210000,9.5;10,6.00074
210000,10;10.5,3.58648
210000,10.5;11,2.16735
210000,11;11.5,1.11524
210000,11.5;12,0.591284
210000,12;12.5,0.232237
210000,12.5;13,0.0959335
210000,13;13.5,0.041696
210000,13.5;14,0.00841719
210000,14;14.5,0.00548585
210000,14.5;15,0
210000,15;15.5,0
210000,15.5;16,0
211000,0;0.5,0
211000,0.5;1,36.5602
211000,1;1.5,171.385
211000,1.5;2,110.462
211000,2;2.5,114.122
211000,2.5;3,98.5991
211000,3;3.5,90.2747
211000,3.5;4,81.0504
211000,4;4.5,72.293
211000,4.5;5,64.6392
211000,5;5.5,55.3859
211000,5.5;6,48.8866
211000,6;6.5,41.402
211000,6.5;7,35.205
211000,7;7.5,29.0141
211000,7.5;8,23.6309
211000,8;8.5,18.7269
211000,8.5;9,13.7597
211000,9;9.5,9.43214
211000,9.5;10,6.14637
211000,10;10.5,3.68947
211000,10.5;11,2.24997
211000,11;11.5,1.22337
211000,11.5;12,0.630473
211000,12;12.5,0.282078
211000,12.5;13,0.106702
211000,13;13.5,0.0453218
211000,13.5;14,0.0134675
211000,14;14.5,0.00548585
211000,14.5;15,0.000731467
211000,15;15.5,0
211000,15.5;16,0
212000,0;0.5,0
212000,0.5;1,34.3775
212000,1;1.5,173.295
212000,1.5;2,110.152
212000,2;2.5,116.094
212000,2.5;3,96.4164
212000,3;3.5,90.6958
212000,3.5;4,81.0052
212000,4;4.5,70.7264
212000,4.5;5,63.6244
212000,5;5.5,55.634
212000,5.5;6,48.8818
212000,6;6.5,41.6504
212000,6.5;7,35.5122
212000,7;7.5,29.6497
212000,7.5;8,23.8401
212000,8;8.5,19.1991
212000,8.5;9,13.8241
212000,9;9.5,9.52512
212000,9.5;10,5.98735
212000,10;10.5,3.72885
212000,10.5;11,2.03929
212000,11;11.5,1.14667
212000,11.5;12,0.547485
212000,12;12.5,0.232237
212000,12.5;13,0.100828
212000,13;13.5,0.0344445
212000,13.5;14,0.0092589
212000,14;14.5,0.00235108
212000,14.5;15,0.000731467
212000,15;15.5,0
212000,15.5;16,0
213000,0;0.5,0
213000,0.5;1,46.3823
213000,1;1.5,171.284
213000,1.5;2,115.469
213000,2;2.5,115.374
213000,2.5;3,102.524
213000,3;3.5,91.7033
213000,3.5;4,82.4856
213000,4;4.5,73.2435
213000,4.5;5,64.2657
213000,5;5.5,56.3264
213000,5.5;6,49.2907
213000,6;6.5,42.1024
213000,6.5;7,35.4668
213000,7;7.5,29.3531
213000,7.5;8,23.5223
213000,8;8.5,18.2757
213000,8.5;9,13.4085
213000,9;9.5,9.15319
213000,9.5;10,5.79486
213000,10;10.5,3.57739
213000,10.5;11,2.06133
213000,11;11.5,1.10141
213000,11.5;12,0.538265
213000,12;12.5,0.225875
213000,12.5;13,0.0881022
213000,13;13.5,0.035351
213000,13.5;14,0.0092589
213000,14;14.5,0.00391846
