Iteration,Bin,Density,Velocity X,Velocity Y,Velocity Z
250000,33,0.587963,-0.134517,-25.7478,0.857946
250000,34,0.537037,0.964437,-25.5916,0.204798
250000,35,0.606481,0.409471,-24.5784,-0.329458
250000,36,0.564815,-0.391105,-22.6902,0.72186
250000,37,0.578704,0.241619,-22.4099,0.284376
250000,38,0.527778,0.269434,-22.3959,-0.424704
250000,39,0.486111,-0.547276,-20.9108,0.371509
250000,40,0.5,-0.705399,-18.5436,-1.29036
250000,41,0.449074,0.611183,-18.6907,-0.793404
250000,42,0.416667,1.68426,-17.3536,-0.101048
250000,43,0.523148,-1.38202,-18.5019,0.0081814
250000,44,0.0462963,-2.01229,-19.8139,-0.683577
250000,45,1.66667,0,0,0
250000,46,-,-,-,-
250000,47,1.66667,0,0,0
250000,48,-,-,-,-
250000,49,-,-,-,-
260000,0,-,-,-,-
260000,1,1.66667,0,0,0
260000,2,-,-,-,-
260000,3,1.66667,0,0,0
260000,4,0.24537,1.258,-17.3024,-0.141649
260000,5,0.430556,0.0433414,-17.234,-0.862723
260000,6,0.462963,-0.103889,-17.5579,0.62691
260000,7,0.444444,0.809773,-18.8137,0.455628
260000,8,0.453704,0.27128,-19.6343,0.493505
260000,9,0.453704,0.941262,-22.1476,-0.699284
260000,10,0.523148,-0.980815,-22.0188,-0.699766
260000,11,0.523148,0.0666616,-23.5576,-0.319385
260000,12,0.509259,0.400986,-23.0688,0.310407
260000,13,0.569444,-0.118896,-23.8393,0.65606
260000,14,0.560185,0.213777,-25.2863,-0.887356
260000,15,0.569444,0.205325,-26.9877,-0.142809
260000,16,0.662037,0.57294,-26.2103,0.263016
260000,17,0.62963,0.414916,-27.4258,0.59813
260000,18,0.666667,-0.258219,-27.8804,0.828871
260000,19,0.643519,0.0547578,-28.7439,0.263957
260000,20,0.699074,-0.191146,-27.7836,-0.154777
260000,21,0.712963,-0.412998,-28.8571,0.195453
260000,22,0.699074,-0.436218,-29.963,0.292911
260000,23,0.726852,0.0637765,-29.9196,-0.396135
260000,24,0.74537,-0.308186,-29.6293,0.248532
260000,25,0.759259,0.758477,-30.1094,-0.277786
260000,26,0.694444,0.567901,-29.4466,-0.130506
260000,27,0.703704,-0.184712,-28.9205,0.0322945
260000,28,0.652778,-0.141932,-29.4566,-0.214441
260000,29,0.768519,0.504515,-28.0692,0.116217
260000,30,0.601852,0.174081,-28.1979,0.00456643
260000,31,0.666667,-0.228062,-26.7419,0.616093
260000,32,0.62037,0.40242,-26.9058,-0.160925
260000,33,0.574074,0.464446,-27.2244,-0.385302
260000,34,0.541667,-0.0930945,-26.5362,0.531871
260000,35,0.578704,-0.512427,-24.7331,0.0800585
260000,36,0.532407,0.827894,-22.8835,-0.0140552
260000,37,0.587963,0.217386,-23.6297,-0.340371
260000,38,0.486111,-0.384835,-20.8832,0.0269819
260000,39,0.550926,-0.296537,-22.5573,0.204328
260000,40,0.453704,-1.07547,-20.6912,-0.483967
260000,41,0.425926,-0.791817,-18.0261,0.0499897
260000,42,0.421296,-0.120497,-17.4485,0.350101
260000,43,0.527778,-0.143457,-17.9021,-0.402445
260000,44,0.0694444,0.166875,-15.432,0.495236
260000,45,1.66667,0,0,0
260000,46,-,-,-,-
260000,47,1.66667,0,0,0
260000,48,-,-,-,-
260000,49,-,-,-,-
270000,0,-,-,-,-
270000,1,1.66667,0,0,0
270000,2,-,-,-,-
270000,3,1.66667,0,0,0
270000,4,0.231481,1.26822,-17.137,-1.04842
270000,5,0.444444,-0.404948,-16.548,-0.534515
270000,6,0.453704,0.0988859,-18.67,0.745462
270000,7,0.416667,0.906934,-17.9786,0.199361
270000,8,0.467593,0.533631,-21.0209,0.744597
270000,9,0.541667,1.08637,-21.8496,0.225252
270000,10,0.416667,0.179169,-21.8357,-0.490804
270000,11,0.5,0.268711,-22.8404,0.0183101
270000,12,0.578704,-0.702647,-23.1919,0.762881
270000,13,0.550926,-0.239311,-25.3736,-0.0307334
270000,14,0.546296,0.220525,-25.8998,0.268415
270000,15,0.578704,-0.239126,-26.4423,0.415601
270000,16,0.625,-0.0779481,-27.482,-0.219091
270000,17,0.625,-0.185891,-27.529,-0.763283
270000,18,0.694444,-0.429287,-28.5549,-0.0270529
270000,19,0.652778,0.113489,-29.6398,0.125056
270000,20,0.699074,0.016889,-29.9066,0.0627548
270000,21,0.662037,0.0265897,-29.6603,-0.291419
270000,22,0.717593,0.361178,-29.6522,-0.509921
270000,23,0.75463,0.287305,-30.2229,-0.146645
270000,24,0.680556,0.558597,-29.952,0.272216
270000,25,0.763889,0.00758837,-30.2554,0.582275
270000,26,0.652778,-0.0947496,-29.3576,-0.235895
270000,27,0.703704,-0.303995,-29.5543,0.168327
270000,28,0.694444,-0.0913348,-29.3097,-0.155997
270000,29,0.671296,-0.451004,-28.488,0.132056
270000,30,0.62037,-0.800476,-28.8859,0.0230073
270000,31,0.662037,-0.355986,-28.8798,0.968138
270000,32,0.648148,0.202198,-27.3452,-0.241884
270000,33,0.634259,-0.247612,-27.0784,-0.473173
270000,34,0.606481,-0.317855,-26.653,0.144848
270000,35,0.652778,0.843882,-26.2039,-0.781463
270000,36,0.541667,-0.152977,-24.5666,0.486196
270000,37,0.587963,-0.667936,-24.337,0.848556
270000,38,0.49537,-0.81733,-22.4211,-0.107609
270000,39,0.509259,0.276384,-21.7377,-0.0797255
270000,40,0.439815,-0.57706,-22.1246,-0.891073
270000,41,0.467593,-0.625033,-21.0456,-0.278885
270000,42,0.416667,0.579831,-20.2157,0.0966176
270000,43,0.49537,2.21083,-19.6375,-1.01336
270000,44,0.0462963,1.92885,-18.9714,-2.05572
270000,45,1.66667,0,0,0
270000,46,-,-,-,-
270000,47,1.66667,0,0,0
270000,48,-,-,-,-
270000,49,-,-,-,-
280000,0,-,-,-,-
280000,1,1.66667,0,0,0
280000,2,-,-,-,-
280000,3,1.66667,0,0,0
280000,4,0.231481,1.32869,-16.9996,0.480379
280000,5,0.416667,0.0553608,-19.2795,-0.162588
280000,6,0.462963,-0.718708,-19.5219,0.801221
280000,7,0.430556,-0.908028,-21.597,-0.00947356
280000,8,0.518519,-0.48637,-21.0561,0.983551
280000,9,0.425926,-1.40534,-23.0428,-1.48386
280000,10,0.541667,0.266935,-22.8502,-0.0775222
280000,11,0.578704,0.06441,-25.5444,-0.110706
280000,12,0.569444,-0.256898,-25.5474,0.146018
280000,13,0.472222,-1.52403,-24.9864,1.30491
280000,14,0.532407,-0.78176,-26.9144,-0.0876496
280000,15,0.592593,-0.241107,-26.7404,-0.569652
280000,16,0.601852,-0.477289,-28.5502,-0.372708
280000,17,0.587963,0.176029,-28.2965,-0.78427
280000,18,0.685185,-0.669254,-28.8093,0.935343
280000,19,0.666667,-1.45858,-28.7838,0.355959
280000,20,0.564815,-0.248697,-29.9586,-0.599656
280000,21,0.763889,-0.285172,-29.7905,0.224127
280000,22,0.736111,0.228998,-30.2047,0.414554
280000,23,0.699074,0.307941,-30.2759,-0.525
280000,24,0.736111,0.726951,-31.0033,-0.0433771
280000,25,0.726852,-0.404292,-30.8877,0.358867
280000,26,0.736111,0.0940632,-30.6098,0.23241
280000,27,0.791667,0.02628,-29.9995,0.0266121
280000,28,0.625,-0.160079,-29.9214,-0.108239
280000,29,0.787037,0.136878,-29.6478,0.151315
280000,30,0.62963,0.170063,-29.2175,0.293281
280000,31,0.648148,-0.182169,-29.3374,-0.153014
280000,32,0.685185,-0.175104,-28.1812,0.0596452
280000,33,0.592593,0.539081,-27.2056,-0.476456
280000,34,0.62037,0.297378,-27.8943,0.0108046
280000,35,0.583333,-0.20774,-25.9044,0.0665116
280000,36,0.564815,0.408328,-25.9593,0.0210575
280000,37,0.541667,0.0855233,-25.3567,0.573874
280000,38,0.546296,0.972584,-25.0876,0.178722
280000,39,0.439815,-0.127717,-22.3643,0.159484
280000,40,0.481481,0.274574,-21.7576,0.291533
280000,41,0.425926,-0.863108,-20.5999,0.206323
280000,42,0.347222,-0.59814,-20.1108,-0.364933
280000,43,0.518519,-0.146667,-19.6991,-0.91685
280000,44,0.0416667,-2.54808,-15.9124,-5.57188
280000,45,1.66667,0,0,0
280000,46,-,-,-,-
280000,47,1.66667,0,0,0
280000,48,-,-,-,-
280000,49,-,-,-,-
290000,0,-,-,-,-
290000,1,1.66667,0,0,0
290000,2,-,-,-,-
290000,3,1.66667,0,0,0
290000,4,0.166667,1.94992,-22.0662,0.302099
290000,5,0.513889,0.930169,-19.7976,-1.33755
290000,6,0.453704,-0.912127,-20.5071,-0.0837775
290000,7,0.481481,0.479776,-20.6413,-1.1718
290000,8,0.425926,-0.75269,-21.2886,0.761299
290000,9,0.5,0.974418,-23.5363,-0.246003
290000,10,0.532407,-0.385353,-23.7557,-0.393161
290000,11,0.467593,0.377015,-25.2312,0.307492
290000,12,0.574074,-0.0169336,-26.5669,0.421182
290000,13,0.486111,0.586951,-26.125,1.42904
290000,14,0.583333,-0.10747,-27.3308,-0.00595246
290000,15,0.601852,-0.373596,-27.3936,0.0225989
290000,16,0.652778,-0.68112,-28.7567,-0.297979
290000,17,0.648148,-0.0765197,-28.1388,-0.0525282
290000,18,0.652778,-0.585779,-29.955,-0.925473
290000,19,0.722222,-0.08007,-30.7129,-0.229593
290000,20,0.652778,0.225351,-30.3109,0.270836
290000,21,0.712963,0.560901,-30.7511,-0.0639516
290000,22,0.675926,-0.0701969,-30.9979,-0.197541
290000,23,0.75463,0.0480348,-31.0774,-0.0411684
290000,24,0.652778,-0.0044545,-31.1334,0.260212
290000,25,0.782407,-0.750364,-31.3772,0.00496255
290000,26,0.712963,-0.046245,-31.1313,0.381313
290000,27,0.722222,0.395565,-31.4252,-0.203191
290000,28,0.75463,0.857924,-30.3233,0.263908
290000,29,0.675926,0.212201,-30.4664,-0.275579
290000,30,0.680556,0.511888,-29.3056,0.0918194
290000,31,0.634259,0.27501,-29.2209,-0.0858377
290000,32,0.62037,0.935123,-30.257,-0.380351
290000,33,0.583333,0.134491,-28.5255,0.518879
290000,34,0.597222,-0.311233,-27.893,0.0548667
290000,35,0.569444,0.565686,-27.4634,-0.174567
290000,36,0.50463,0.479172,-27.3216,0.34503
290000,37,0.5,-0.0871782,-26.2973,-1.40634
290000,38,0.5,0.262429,-25.1397,1.29845
290000,39,0.5,1.87803,-24.1447,1.19407
290000,40,0.449074,-0.532151,-22.1231,-0.244648
290000,41,0.398148,0.182576,-23.517,1.05782
290000,42,0.481481,-0.883212,-21.3056,-3.1003e-05
290000,43,0.490741,-0.0401917,-21.4101,-0.307363
290000,44,0.0787037,-2.14229,-18.667,-0.937025
290000,45,1.66667,0,0,0
290000,46,-,-,-,-
290000,47,1.66667,0,0,0
290000,48,-,-,-,-
290000,49,-,-,-,-
300000,0,-,-,-,-
300000,1,1.66667,0,0,0
300000,2,-,-,-,-
300000,3,1.66667,0,0,0
300000,4,0.222222,-0.195407,-20.5937,1.2031
300000,5,0.453704,0.227231,-19.0944,-0.321322
300000,6,0.416667,0.177879,-21.2659,-0.714086
300000,7,0.453704,-0.231972,-22.5159,-0.70076
300000,8,0.532407,-0.462499,-23.4038,-0.0331656
300000,9,0.458333,-0.227312,-24.2462,0.102924
300000,10,0.449074,0.698634,-24.1231,-1.29111
300000,11,0.50463,-0.125985,-26.7656,0.567266
300000,12,0.472222,0.041342,-25.8824,1.06504
300000,13,0.611111,0.693049,-28.0505,0.246058
300000,14,0.527778,1.21312,-28.3429,0.949096
300000,15,0.625,0.494192,-28.837,0.0445435
300000,16,0.555556,-0.441117,-28.8696,-0.0113968
300000,17,0.680556,-0.405287,-29.6163,-0.134891
300000,18,0.657407,0.0717639,-30.3663,-0.449853
300000,19,0.601852,-0.760736,-30.9041,0.457657
300000,20,0.671296,-0.898906,-31.1257,-0.841705
300000,21,0.712963,0.160481,-31.3347,-0.254221
300000,22,0.731481,-0.325597,-32.0574,0.375274
300000,23,0.685185,-0.184653,-32.3172,-0.295808
300000,24,0.731481,-0.173353,-32.8173,0.203186
300000,25,0.652778,0.240733,-31.528,0.316782
300000,26,0.759259,0.551133,-32.1304,-0.190306
300000,27,0.611111,0.358771,-31.8021,0.822019
300000,28,0.685185,0.504602,-31.1662,0.681315
300000,29,0.699074,-0.171538,-32.2173,-0.460884
300000,30,0.680556,0.113842,-30.8445,-0.387943
300000,31,0.597222,-0.339162,-29.7589,0.489403
300000,32,0.699074,0.59712,-30.3182,-0.215537
300000,33,0.666667,0.215691,-29.9485,-0.666505
300000,34,0.564815,0.311058,-28.8827,0.694224
300000,35,0.569444,-0.27253,-28.0393,-0.316678
300000,36,0.574074,-0.480604,-28.3466,0.029137
300000,37,0.592593,-0.321353,-27.4133,1.36543
300000,38,0.527778,0.444569,-26.7162,1.33783
300000,39,0.509259,0.481948,-24.6107,0.436677
300000,40,0.476852,-0.509181,-24.6405,0.121974
300000,41,0.486111,-1.76891,-23.0414,0.230709
300000,42,0.402778,0.672544,-22.7898,0.41525
300000,43,0.564815,-0.144361,-23.3151,0.335699
300000,44,0.0740741,-0.705529,-18.9094,-1.41275
300000,45,1.66667,0,0,0
300000,46,-,-,-,-
300000,47,1.66667,0,0,0
300000,48,-,-,-,-
300000,49,-,-,-,-
310000,0,-,-,-,-
310000,1,1.66667,0,0,0
310000,2,-,-,-,-
310000,3,1.66667,0,0,0
310000,4,0.194444,1.01173,-19.6994,-0.549891
310000,5,0.435185,-1.48653,-21.2232,0.183052
310000,6,0.444444,0.649347,-21.7634,-0.0349074
310000,7,0.462963,0.238646,-21.7768,0.0876626
310000,8,0.509259,1.06586,-24.3092,-0.037327
310000,9,0.458333,0.812264,-24.3337,0.331893
310000,10,0.523148,0.542084,-25.6787,-0.609603
310000,11,0.527778,-0.968143,-26.4353,-0.0882096
310000,12,0.587963,1.02743,-26.7373,0.00721892
310000,13,0.574074,-0.416922,-28.8317,-0.128943
310000,14,0.527778,0.434878,-28.1532,0.0369038
310000,15,0.578704,-1.2374,-29.9779,-0.431551
310000,16,0.578704,0.185877,-29.9555,-0.142968
310000,17,0.662037,-0.311197,-31.7844,0.408718
310000,18,0.662037,0.056976,-31.0186,0.432557
310000,19,0.657407,0.552888,-31.7507,0.2025
310000,20,0.657407,-0.679152,-32.0982,0.572329
310000,21,0.638889,0.187514,-33.4669,0.0965719
310000,22,0.736111,0.252418,-32.7238,-0.588367
310000,23,0.662037,0.0229043,-32.5371,-0.174268
310000,24,0.694444,-0.560914,-32.9196,0.168308
310000,25,0.768519,0.194742,-32.7791,-0.448459
310000,26,0.680556,-0.785195,-33.2726,-0.255934
310000,27,0.75,0.0930292,-32.9759,-0.808457
310000,28,0.708333,0.199167,-32.8834,0.630074
310000,29,0.689815,-0.445072,-31.6727,-0.440289
310000,30,0.680556,-0.351316,-30.7794,0.338509
310000,31,0.643519,-0.403199,-31.2057,-0.50973
310000,32,0.62963,0.00607124,-31.3991,0.737674
310000,33,0.601852,-0.0584482,-30.7121,0.0898154
310000,34,0.638889,0.985332,-29.694,0.0748096
310000,35,0.569444,0.264087,-29.4706,-0.242425
310000,36,0.550926,-0.388142,-27.7205,0.0839416
310000,37,0.541667,-0.433431,-27.7033,0.296596
310000,38,0.490741,-0.303421,-26.1324,0.447205
310000,39,0.50463,0.0473771,-25.8465,-0.365557
310000,40,0.50463,-0.0483356,-25.1275,-0.543014
310000,41,0.412037,-1.13695,-26.6489,-0.652723
310000,42,0.444444,1.43199,-24.2575,0.025418
310000,43,0.537037,1.19496,-23.7494,0.289417
310000,44,0.0277778,7.21416,-26.742,-1.77311
310000,45,1.66667,0,0,0
310000,46,-,-,-,-
310000,47,1.66667,0,0,0
310000,48,-,-,-,-
310000,49,-,-,-,-
320000,0,-,-,-,-
320000,1,1.66667,0,0,0
320000,2,-,-,-,-
320000,3,1.66667,0,0,0
320000,4,0.277778,0.206775,-22.7259,1.99532
320000,5,0.467593,-0.918682,-22.5472,1.16848
320000,6,0.430556,-0.210415,-23.5737,-0.185326
320000,7,0.486111,-0.477735,-24.0511,-0.373974
320000,8,0.490741,0.33499,-24.5723,0.322974
320000,9,0.486111,-0.204839,-26.1314,1.23636
320000,10,0.462963,-0.12992,-26.2458,-0.950963
320000,11,0.5,0.890376,-27.8607,-0.374617
320000,12,0.615741,0.0530866,-29.0995,0.638477
320000,13,0.643519,1.2921,-29.7483,0.302994
320000,14,0.550926,-0.252039,-29.898,-0.795421
320000,15,0.615741,-0.289048,-30.8579,1.00282
320000,16,0.601852,-0.819621,-30.5103,-0.766704
320000,17,0.662037,-0.494324,-31.9803,-0.0644894
320000,18,0.578704,-0.356219,-32.6268,-0.240957
320000,19,0.662037,0.333927,-32.6634,0.159912
320000,20,0.675926,0.0112461,-33.417,-0.171194
320000,21,0.611111,0.352398,-33.7765,-0.188559
320000,22,0.717593,0.0607933,-33.739,-0.464802
320000,23,0.662037,-0.834565,-33.7477,-0.112748
320000,24,0.782407,-0.485831,-34.5902,-0.193466
320000,25,0.740741,-0.713691,-33.6772,0.441451
320000,26,0.699074,0.0169009,-33.2393,0.468656
320000,27,0.712963,0.265152,-33.3229,0.547726
320000,28,0.652778,-0.157288,-33.4075,-0.0878917
320000,29,0.703704,0.0237228,-33.0299,0.188846
320000,30,0.717593,0.19807,-31.9704,0.445168
320000,31,0.615741,-0.132019,-32.4897,0.0893362
320000,32,0.550926,1.07035,-32.1409,0.0123639
320000,33,0.694444,0.34253,-32.1553,-0.179994
320000,34,0.49537,1.55415,-30.0561,-0.69979
320000,35,0.560185,0.192205,-30.1027,-0.243881
320000,36,0.564815,-0.277475,-29.3023,0.222424
320000,37,0.569444,0.575627,-29.2057,-0.746269
320000,38,0.458333,0.459721,-28.2676,-0.135695
320000,39,0.550926,0.508937,-27.6013,0.5509
320000,40,0.453704,-0.283112,-26.7592,1.04987
320000,41,0.393519,0.70266,-24.4722,0.247745
320000,42,0.398148,0.181191,-25.0717,0.0675341
320000,43,0.560185,0.232888,-23.5252,0.364298
320000,44,0.0740741,1.47889,-25.5184,0.972013
320000,45,1.66667,0,0,0
320000,46,-,-,-,-
320000,47,1.66667,0,0,0
320000,48,-,-,-,-
320000,49,-,-,-,-
330000,0,-,-,-,-
330000,1,1.66667,0,0,0
330000,2,-,-,-,-
330000,3,1.66667,0,0,0
330000,4,0.236111,0.778803,-23.5898,-2.22164
330000,5,0.449074,-0.364584,-24.7943,-0.0962176
330000,6,0.412037,-0.600534,-25.1148,-1.67344
330000,7,0.393519,0.92241,-24.9644,-0.598119
330000,8,0.467593,-1.17403,-26.1755,0.474141
330000,9,0.486111,0.0372593,-26.1593,0.397095
330000,10,0.462963,-0.446575,-27.1255,0.34456
330000,11,0.560185,0.618106,-28.3557,0.371301
330000,12,0.5,0.143709,-30.6501,1.22367
330000,13,0.62037,0.125755,-30.5018,0.659758
330000,14,0.611111,0.465236,-30.9475,0.323343
330000,15,0.62037,-0.0401998,-31.1888,-0.47738
330000,16,0.606481,0.0513775,-31.8728,-0.832859
330000,17,0.675926,0.455426,-33.8432,-0.0895041
330000,18,0.583333,-0.38381,-33.3259,0.436951
330000,19,0.675926,-0.641004,-33.5659,0.846696
330000,20,0.675926,0.327265,-33.7256,-0.789173
330000,21,0.680556,-0.267181,-34.196,-0.400213
330000,22,0.703704,0.726573,-33.8721,0.212037
330000,23,0.699074,-0.190837,-34.9067,-0.085952
330000,24,0.675926,0.811599,-34.2297,-0.205217
330000,25,0.75,0.88591,-34.6892,-0.161859
330000,26,0.671296,0.744141,-34.3234,-0.0329479
330000,27,0.699074,0.58501,-34.0474,0.386154
330000,28,0.708333,0.217635,-34.3563,-0.056587
330000,29,0.699074,0.412067,-34.1248,-0.186685
330000,30,0.662037,0.500084,-33.5434,0.861407
330000,31,0.680556,0.659906,-34.5735,-0.237572
330000,32,0.671296,-0.236671,-32.749,-0.00596766
330000,33,0.62037,0.389189,-32.4398,-0.312677
330000,34,0.62037,0.123948,-31.2921,0.277682
330000,35,0.569444,0.394099,-31.1967,0.289323
330000,36,0.606481,-0.423097,-29.8947,0.470488
330000,37,0.472222,-1.07582,-29.6496,0.783231
330000,38,0.49537,0.0980946,-29.5679,-0.285959
330000,39,0.513889,-1.53145,-28.1311,0.695153
330000,40,0.467593,1.40732,-27.9124,0.70677
330000,41,0.486111,0.312365,-26.5786,0.6317
330000,42,0.435185,-0.360968,-25.8733,0.684586
330000,43,0.458333,0.767567,-26.1945,-0.695561
330000,44,0.0648148,-2.78302,-23.5948,-1.39435
330000,45,1.66667,0,0,0
330000,46,-,-,-,-
330000,47,1.66667,0,0,0
330000,48,-,-,-,-
330000,49,-,-,-,-
340000,0,-,-,-,-
340000,1,1.66667,0,0,0
340000,2,-,-,-,-
340000,3,1.66667,0,0,0
340000,4,0.189815,0.534776,-27.8734,-0.947868
340000,5,0.453704,0.60367,-26.096,-0.210336
340000,6,0.481481,-0.925885,-26.6518,0.475435
340000,7,0.490741,-0.166703,-28.3366,-1.07485
340000,8,0.476852,-0.346329,-28.3459,-0.47559
340000,9,0.458333,-0.0537262,-29.7856,0.451686
340000,10,0.532407,-0.767975,-29.9595,1.18061
340000,11,0.564815,-0.1912,-31.3774,-0.520058
340000,12,0.555556,0.301764,-32.0852,-0.0198781
340000,13,0.555556,0.166724,-31.2486,-1.09259
340000,14,0.555556,-0.155091,-32.4962,0.12494
340000,15,0.722222,-0.871739,-33.4089,0.0565597
340000,16,0.601852,-0.413724,-33.8177,-0.280386
340000,17,0.708333,0.243288,-34.2089,-0.111308
340000,18,0.689815,-0.613992,-34.4763,0.263621
340000,19,0.703704,-0.362793,-34.5893,0.377692
340000,20,0.638889,-0.603487,-35.8259,-0.39939
340000,21,0.759259,0.36334,-35.0919,-0.349195
340000,22,0.722222,0.60355,-34.5359,-0.304028
340000,23,0.689815,-0.139254,-35.8679,0.364755
340000,24,0.75463,0.239051,-35.8725,0.656096
340000,25,0.768519,0.411467,-34.9127,-0.114688
340000,26,0.722222,-0.48679,-34.7618,-0.190342
340000,27,0.689815,-0.64557,-35.7182,0.856542
340000,28,0.708333,-0.22332,-34.553,0.161457
340000,29,0.643519,-0.86987,-34.7316,0.335398
340000,30,0.643519,0.406758,-34.3543,-0.31144
340000,31,0.62037,-0.390946,-34.2161,0.0467879
340000,32,0.611111,-0.198542,-33.2628,-0.132439
340000,33,0.62037,-0.234869,-32.972,0.239767
340000,34,0.472222,0.154664,-32.4749,-0.260514
340000,35,0.564815,-0.433344,-31.2031,-0.833814
340000,36,0.523148,-0.394856,-30.9229,-0.770738
340000,37,0.49537,-0.629296,-29.938,-1.07351
340000,38,0.486111,1.2065,-31.1654,1.44953
340000,39,0.49537,1.14569,-27.3007,0.139798
340000,40,0.430556,1.27702,-27.6614,-1.20702
340000,41,0.388889,0.509739,-27.703,0.0297658
340000,42,0.435185,0.255087,-25.769,-0.096896
340000,43,0.476852,0.934722,-27.0993,-1.56556
340000,44,0.0462963,1.54275,-29.241,-1.86161
340000,45,1.66667,0,0,0
340000,46,-,-,-,-
340000,47,1.66667,0,0,0
340000,48,-,-,-,-
340000,49,-,-,-,-
350000,0,-,-,-,-
350000,1,1.66667,0,0,0
350000,2,-,-,-,-
350000,3,1.66667,0,0,0
350000,4,0.25,0.973342,-27.6304,-0.457671
350000,5,0.444444,0.47807,-28.4184,-0.124981
350000,6,0.50463,0.626297,-28.0498,-0.627654
350000,7,0.435185,-0.484905,-29.2556,-0.568309
350000,8,0.476852,-0.516934,-29.0154,0.71358
350000,9,0.564815,0.163324,-31.2236,-0.350383
350000,10,0.518519,0.330256,-32.9522,-0.104456
350000,11,0.50463,0.403372,-31.9137,-0.41829
350000,12,0.555556,-0.0496305,-32.3575,-0.88848
350000,13,0.574074,0.660214,-33.2357,0.356552
350000,14,0.587963,0.322464,-33.8017,0.525474
350000,15,0.62963,0.213833,-34.9735,-0.0642243
350000,16,0.643519,-0.595457,-35.3111,0.658155
350000,17,0.671296,-0.0186239,-35.3644,0.530952
350000,18,0.675926,1.22499,-35.9674,0.535173
350000,19,0.657407,0.206749,-36.5338,-0.120306
350000,20,0.648148,0.0974701,-36.0634,-0.441436
350000,21,0.699074,0.247675,-36.5332,-0.181577
350000,22,0.675926,-0.120668,-36.6984,0.810543
350000,23,0.740741,0.0926562,-36.5421,0.216968
350000,24,0.671296,0.176998,-36.7826,-0.0710557
350000,25,0.703704,0.199834,-36.6927,-0.200143
350000,26,0.708333,0.0939203,-36.3863,0.0619177
350000,27,0.703704,0.0252347,-36.2999,0.339916
350000,28,0.643519,0.409914,-36.6972,0.355395
350000,29,0.699074,0.322156,-36.0367,0.0490563
350000,30,0.643519,0.311214,-35.7899,-0.157088
350000,31,0.638889,1.28001,-34.9128,0.382718
350000,32,0.560185,-0.330047,-34.9971,-0.0140981
350000,33,0.597222,-0.234072,-33.8583,-1.28411
350000,34,0.606481,-0.257767,-33.0113,0.571712
350000,35,0.657407,0.254146,-33.2297,0.166139
350000,36,0.439815,-1.03395,-32.7943,-0.529426
350000,37,0.569444,1.49742,-31.7973,0.169067
350000,38,0.587963,-0.188791,-30.6747,-0.53017
350000,39,0.421296,0.163594,-29.1294,0.674125
350000,40,0.449074,1.30078,-30.3162,0.174991
350000,41,0.402778,-0.255971,-31.0581,-0.843636
350000,42,0.449074,-0.458156,-28.4655,0.445501
350000,43,0.472222,1.32221,-27.5513,1.07276
350000,44,0.0648148,-0.639223,-23.2904,-1.18542
350000,45,1.66667,0,0,0
350000,46,-,-,-,-
350000,47,1.66667,0,0,0
350000,48,-,-,-,-
350000,49,-,-,-,-
360000,0,-,-,-,-
360000,1,1.66667,0,0,0
360000,2,-,-,-,-
360000,3,1.66667,0,0,0
360000,4,0.268519,-0.552955,-31.1583,-0.0600307
360000,5,0.467593,-0.134838,-30.6117,1.60522
360000,6,0.416667,-0.0767518,-31.6303,0.569554
360000,7,0.37037,-1.5003,-31.4516,0.356383
360000,8,0.490741,-0.334427,-30.6894,0.296721
360000,9,0.453704,0.161619,-32.9332,0.765084
360000,10,0.555556,1.08682,-33.4357,-0.315311
360000,11,0.513889,0.181294,-33.3144,-1.09821
360000,12,0.532407,0.777087,-35.3315,-0.669775
360000,13,0.587963,0.203977,-34.8151,-0.337978
360000,14,0.555556,0.0353904,-36.1102,-0.00604592
360000,15,0.62037,-0.684591,-35.2902,0.548787
360000,16,0.662037,-0.201847,-36.0532,-0.240853
360000,17,0.634259,0.199597,-36.5185,-0.658234
360000,18,0.675926,-1.05176,-37.6796,0.31089
360000,19,0.666667,-0.0715289,-37.29,-0.624132
360000,20,0.680556,-0.78512,-36.9863,0.143641
360000,21,0.703704,0.366779,-37.5745,-0.359192
360000,22,0.787037,0.0585565,-37.4147,0.0682597
360000,23,0.671296,-1.14926,-37.3481,0.508981
360000,24,0.740741,0.175744,-38.5171,0.800922
360000,25,0.726852,0.277592,-38.3406,-0.264306
360000,26,0.726852,-0.499768,-38.5226,-0.736296
360000,27,0.634259,-0.831533,-37.3716,0.328438
360000,28,0.685185,-0.133604,-36.3873,-0.250004
360000,29,0.662037,0.500364,-36.7791,-0.346795
360000,30,0.657407,0.149121,-36.5707,-0.51318
360000,31,0.606481,0.564247,-36.2038,-0.377303
360000,32,0.694444,-0.4372,-35.5684,-0.683749
360000,33,0.560185,-0.272145,-35.8338,-0.440535
360000,34,0.62037,0.181057,-34.4769,-0.360621
360000,35,0.550926,0.365959,-35.616,0.640705
360000,36,0.550926,0.898855,-32.893,-0.321458
360000,37,0.5,-0.64443,-33.3828,-0.0732297
360000,38,0.532407,0.0583293,-32.3686,0.519935
360000,39,0.509259,-0.513703,-31.9178,-0.660302
360000,40,0.458333,-1.00265,-31.6883,-1.28404
360000,41,0.439815,-0.160608,-32.2288,-0.151135
360000,42,0.449074,0.216797,-28.7385,0.906519
360000,43,0.467593,1.05636,-30.9155,0.26489
